Sentence,IsBunin
вечер день вызвать суд вместе николаев,0
враг стоять стол,0
ни разу взглянуть друг друга чувствовать расстояние настроение другого напряжённо волновался,0
упорно неподвижно смотреть председатель читать решение суд суд общество офицер n ского пехотный полок состав следовать чин фамилия судья председательство подполковник мигунов рассмотреть дело столкновение помещение офицерский собрание поручик николаев подпоручик ромашов найти ввиду тяжесть взаимный оскорбление ссора обер офицер окончить примирение поединок являться единственный средство удовлетворение оскорбленной честь офицерский достоинство,0
мнение суд утвердить командир полок,0
окончить чтение подполковник мигунов снять очки спрятать футляр оставаться господа сказать каменный торжественность выбрать секундант два каждый сторона прислать девять час вечер сюда собрание совместно выработают условие поединок,0
прибавить вставать пряча очечник задний карман прочитанное постановление суд обязательный сила,0
каждый сохраняться полный свобода драться дуэль развести рука сделать пауза оставить служба,0
свободный господин,0
два слово,0
председатель суд старший товарищ советовать господь офицер воздержаться поединок посещение собрание,0
повести осложнение,0
свидание,0
николаев круто повернуться быстрый шаг выйти зала,0
Медленно двинуться ромашов,0
страшный почувствовать исключительно одинокий странно обособленный отрезанным мир,0
выйти крыльцо собрание долгий спокойный удивление глядеть небо дерево корова забор воробей купавшихся пыль дорога думать жить хлопочет суетится расти сиять интересный,0
приговорить,0
,0
вянуть скука пойти разыскивать бек агамалова веткин решить просить секунданты,0
охотно согласиться бек агамалов мрачный сдержанность веткин ласковый многозначительный рукопожатиями,0
идти домой ромашов жуткий скучный,0
тяжёлый минута душевный бессилие одиночество вялый непонимание жизнь видеть близкий участливый друг время тонкий понимающего нежного сердце человек,0
вспомнить назанском,0
xxi назанский обыкновение дома,0
проснуться тяжёлый хмельный сон лежать кровать нижний бельё заложить рука голова,0
глаз равнодушный усталый муть,0
лицо изменить сонный выражение ромашов наклоняться говорить неуверенно тревожно здравствовать василий нилыч помешать,0
здравствовать ответить назанский сиплый слабый голос,0
хорошенький,0
садиться,0
протянуть ромашов горячий влажный рука глядеть любимый интересный товарищ привычный видение давнишний скучный сон нездоровиться спросить робко ромашов садиться нога кровать,0
мешать,0
уйти,0
назанский приподнять голова подушка сморщиться усилие посмотреть ромашов,0
подождать,0
голова болеть,0
послушать георгий алексеевич,0
,0
,0
необыкновенный,0
постойте собрать мысль,0
,0
ромашов глядеть молчаливый сострадание,0
лицо назанского странно измениться время офицер видеться,0
глаз глубоко ввалиться почернеть виски пожелтеть щека неровный грязный кожа опуститься оплыли книзу некрасиво обрасти жидкий курчавый волос,0
особенный захотеться видеться сказать небрежно ромашов,0
завтра дерусь дуэль николаев,0
противно идти домой,0
равный,0
свидание,0
видеть поговорить,0
тяжёлый душа,0
назанский закрыть глаз лицо мучительно исказиться,0
неестественный напряжение воля возвращать сознание,0
открыть глаз светиться внимательный тёплый искра подождать,0
сделать,0
назанский труд переворотиться набок подняться локоть,0
достать шкафчик,0
знать,0
яблоко,0
мятный лепёшка,0
спасибо родной,0
сделать,0
гадость,0
повезти воздух омерзительный бояться,0
Постоянно страшный галлюцинация,0
поехать покатаемся лодка поговорить,0
хотеть,0
морщась вид крайний отвращение пить рюмка рюмка ромашов видеть понемногу загораться жизнь блеск становиться прекрасный голубой глаз,0
выйти дом взять извозчик поехать конец город река,0
сторона плотина стоять еврейский турбинный мукомольня огромный красный здание расположены купальни отдавались напрокат лодка,0
ромашов сесть весло назанский полулег корма прикрыться шинель,0
река задержать плотиной широка неподвижный большой пруд,0
оба сторона берег уходить плоско ровно вверх,0
трава ровный ярка сочный издать потрогать рука,0
берег вода зеленел камыш густой тёмный круглый листва белели больший головка кувшинка,0
ромашов рассказать подробно история столкновение николаев,0
назанский задумчиво слушать наклонить голова глядеть вода ленивый густой струйками переливавшимися жидкий стекло раздаваться вдаль вширь нос лодка сказать правда бояться ромашов спросить наванский тихо,0
дуэли,0
бояться быстро ответить ромашов,0
примолкнуть секунда живо представить стоять против николаев видеть протянутой рука опускающееся чёрный дуло револьвер,0
прибавить ромашов поспешно лгать бояться,0
страшный,0
знать струсить убежать попросить прощение,0
назанский опустить конец палец тёплый вечерний роптать вода заговорить медленно слабый голос поминутно откашливаться милый милый ромашов хотеть делать,0
подумайте знать твердо струсите твердо знать раз смелый взять отказаться ударить,0
лицо сказать упрямо ромашов жгучий злоба тяжело колыхнулась,0
ударить возразить ласково назанский грустный нежный глаз поглядеть ромашов,0
дело,0
свет проходить пройти боль ненависть,0
забудете,0
человек убить забудете,0
постель стол одиночество толпа,0
пустозвон фильтрованные дурак медный лоб разноцветный попугай уверять убийство дуэль убийство,0
чепуха,0
сентиментально верить разбойник снятся мозг кровь жертва,0
убийство убийство,0
важный боль смерть насилие брезгливый отвращение кровь трупу ужасный отнимать человек радость жизнь,0
великий радость жизнь,0
повторить назанский громко слеза голос,0
ни ни напросто мир верить ни какой загробный жизнь,0
страшатся смерть малодушный дурак обманывать перспективами лучезарный сад сладкий пение кастрат сильный молча перешагивать грань,0
сильный,0
думать смерть представлять пустой холодный тёмный погреб,0
голубчик враки погреб счастливый обман радостный утешение,0
представить ужас мысль ни темноты ни пустота ни холод,0
мысль страха остаться,0
страх,0
подумайте,0
ромашов бросить весло вдоль борт,0
лодка подвигаться вода заметный тихо плыть обратный сторона зелёный берег,0
повторить ромашов задумчиво,0
посмотреть посмотреть прекрасный обольстительный жизнь воскликнуть назанский широко простирать рука,0
радость божественный красота жизнь,0
смотреть голубой небо вечерний солнце тихий вода дрожать восторг смотреть ветряный мельница махать крыло зелёный кроткий травка вода берег розовый розовая закат,0
чудесный нежный счастливо,0
назанский закрыть глаз рука расплакаться овладеть заговорить стыдиться слеза глядеть ромашов мокрый сияющими глаз попасть поезд перерезать живот внутренность смешаются песок намотаются колесо последний миг спросить жизнь прекрасный сказать благодарный восторг прекрасный,0
радость давать зрение,0
музыка запах цвет сладкий женский любовь,0
безмернейшее наслаждение золотой солнце жизнь человеческий мысль,0
родной юрочка,0
простить назвать,0
назанский извиняться протянуть издать дрожать рука,0
положим посадить тюрьма век вечный жизнь видеть щёлка два старый изъеденных кирпич,0
положить ваш тюрьма ни искорка свет ни единый звук,0
сравнить чудовищный ужас смерть,0
оставаться мысль воображение память творчество жить,0
минута восторг радость жизнь,0
жизнь прекрасный сказать ромашов,0
прекрасный пылко повторить назанский,0
два человек ударить другого поцеловать жена проходить крутя ус невежливый посмотреть два человек стрелять друг друга убивать друг друга,0
рана страдание смерть чёрт,0
убивать жалкий двигаться комочек называться человек,0
убивать солнце жаркий милый солнце светлый небо природа многообразный красота жизнь убивать великий наслаждение гордость человеческий мысль,0
убивать возвратится,0
дурак дурак,0
назанский печально долгий вздох покачал голова опустить,0
лодка войти камыш,0
ромашов взяться весло,0
высокий зелёный жёсткий стебель шурша борта важный медленно кланяться,0
тёмный прохладный открытый вода,0
делать спросить ромашов мрачно грубовато,0
уходить запас,0
деться,0
назанский улыбнуться кротко нежно,0
подождать ромашов,0
поглядеть глаз,0
,0
отворачиваться смотреть прямо отвечать чистый совесть,0
верить служить интересный хороший полезный дело,0
знать хороший чувствовать ваш душа,0
верить,0
ответить ромашов твердо,0
пойти постойте торопиться,0
поглядите офицер,0
говорить гвардеец танцевать балах говорить французски жить содержание родитель законный жена,0
подумать несчастный армеутах армейский пехота главный ядро славный храбрый русский войско,0
заваль рвань отброс,0
хороший случай сын искалеченных капитан,0
большинство убояться премудрость гимназист реалист неокончившие семинарист,0
привести пример полк,0
служить,0
бедняк обременить семья нищие готовый всякий уступка всякий жестокость убийство воровство солдатский копейка горшок щей,0
приказывать стрелять стрелять,0
,0
понапрасну,0
равный рассуждать,0
знать дома пищать замурзанные рахитический ребёнок бессмысленный дятел выпуча глаз долбить слово присяга,0
талантливый способный спивается,0
семьдесят пять процент офицерский состав больной сифилис,0
счастливец раз пять год поступать академия провожать ненависть,0
прилизанные протекция неизменно уходить жандармы мечтать место полицейский пристав большой город,0
дворянин маленький состояние идти земский начальники,0
положить оставаться человек чуткий сердце делать,0
служба сплошной отвращение обуза ненавидимое ярмо,0
стараться выдумать побочный интерес поглощать остаток,0
заниматься коллекционерство ждать дождутся вечер сесть дома лампа взять иголка вышивать канва крестик паршивенький ненужный коверчик выпиливать лобзик ажурный рамка собственный портрет,0
служба мечтать тайный сладостный радость,0
карта хвастливый спорт обладание женщина говорить,0
гнусный служебный честолюбие мелкий жестокий честолюбие,0
осадчий компания выбивать зуб глаз солдат,0
знать арчаковский бить денщик отнять,0
кровь оказаться стена потолок,0
кончиться хотеть знать,0
денщик побежать жаловаться ротный командир ротный командир послать записка фельдфебель фельдфебель полчаса бить синий опухнуть кровавый лицо,0
солдат дважды заявлять жалоба инспекторский смотр результат,0
назанский замолчать нервно тереть виски ладонь,0
постойте,0
мысль бегать сказать беспокойство,0
скверный вести мысль вести,0
вспомнить,0
,0
поглядеть остальных офицер,0
пример штабс капитан плавский,0
питаться чёрт знать готовить какой дрянь керосинка носить лохмотья сорокавосьмирублевого жалование месяц откладывать двадцать пять,0
,0
лежать банк два тысяча тайно отдавать рост товарищ зверский процент,0
думать врождённый скупость,0
средство уйти спрятаться тяжёлый непонятный бессмыслица военный служба,0
капитан стельковский умница сильный смелый человек,0
составлять жизнь,0
совращать неопытный крестьянский девчонка,0
взять подполковник брема,0
милый славный чудак добрейшая душа прелесть уйти заботы зверинец,0
служба парад знамя выговор честь,0
мелкий ненужный подробность жизнь брем чудный любить вставить ромашов,0
милый вяло согласиться назанский,0
знать заговорить нахмурившись знать какой штука видеть манёвр,0
ночной переход идти атака,0
сбиться нога устать разнервничались офицер солдат,0
брем велеть горнист играть повестка атака бог знать трубить вызов резерв,0
раз третий,0
милый добрый чудный брем подскакивать конь горнист держать рожок рот из сила трах кулак рожку,0
,0
видеть горнист вместе кровь выплюнуть земля раскрошенные зуб,0
бог,0
отвращение простонать ромашов,0
самые хороший самые нежный прекрасный отец внимательный мужья служба делаться низменный трусливый злой глупый зверюшками,0
спросите,0
служба верить разумный цель служба видеть,0
знать ребёнок любить играть война,0
время кипучего детство история время буйный весёлый молодой поколение,0
человек ходить вольный шайками война общий хмельный радость кровавый доблестный утеха,0
начальники выбираться храбрый сильный хитрый власть убивать подчиненные принималась истинно божеский,0
человечество вырасти каждый год становиться мудрый детский шумный игра мысль каждый день становиться серьёзный глубокий,0
бесстрашный авантюрист сделаться шулер,0
солдат идти военный служба весёлый хищный ремесло влечь аркан шея упираться проклинать плакать,0
начальник грозный обаятельный беспощадный обожать атаман обратиться чиновник трусливо жить нищенский жалование,0
доблесть подмоченная доблесть,0
воинский дисциплина дисциплина страх соприкасаться обоюдною ненависть,0
красивый фазан облиняли,0
пример знать история человечество,0
монашество,0
начало смиренный красивый трогательно,0
почем знать вызвать мировой необходимость,0
пройти столетие видеть,0
сотня тысяча бездельник развращенных здоровенный лоботряс ненавидимых время время духовный потребность,0
покрыть внешний форма шарлатанский знак касты смешными выветриться обряд,0
напрасно заговорить монах рад сравнение логичный,0
подумайте общий,0
ряса кадить мундир греметь оружие смирение лицемерный вздох слащавый речь наигранный мужество гордая честь время вращать глаз обидеть выпяченные грудь вывороченные локоть поднять плечо,0
жить паразит знать знать глубоко душа бояться познать разум главный живот,0
подобный жирный вшам сильный отъедаются чужой тело разлагаться,0
назанский злобно фыркнуть нос замолчать,0
говорите говорить попросить умоляющий ромашов,0
настать время ворот,0
время великий разочарование страшный переоценка,0
помнить говорить существовать век незримый беспощадный гений человечество,0
закон точный неумолимый,0
мудрый становиться человечество глубокий проникать,0
уверенный непреложный закон мир поздно приходить равновесие,0
рабство длиться век распадение ужасный,0
громадный насилие кровавый расправа,0
глубоко твердо уверенный настать время патентованных красавец неотразимый соблазнитель великолепный щёголь стать стыдиться женщина перестать слушаться солдат,0
бить кровь человек лишить возможность защищаться имя честь мундир проходить безнаказанный оскорбление женщина опьянев рубили кабак окрошка встречный поперечного,0
страшный непоправимый вина,0
слепы глухи,0
грязный вонючий стоянка совершаться огромный новый светозарный жизнь,0
появиться новый смелый гордый человек загораться ум пламенный свободный мысль,0
последний действие мелодрама рушиться старый башня подземелье видеться ослепительный сияние,0
надувшись индейский петух хлопать глаз надменно болбочем,0
,0
молчать,0
бунт,0
застрелю индюшачий презрение свобода человеческий дух простить век век,0
лодка выехать тихую тайный водяной прогалинка,0
круг тесно обступить круглый зелёный стена высокий неподвижный камыш,0
лодка отрезать укрыть мир,0
крик носиться чайка касаться крыло ромашов чувствовать дуновение сильный полёт,0
тростник гнезда,0
назанский лечь корма навзничь глядеть вверх небо золотой неподвижный облако окрашивались розовый цвет,0
ромашов сказать робко устать,0
говорить,0
назанский продолжать вслух мысль заговорить наступать новый чудной великолепный время,0
прожить свобода читать испытать видеть,0
пора старый ворон галка вбивать школьный скамья любить ближний знать кротость послушание трепет первый достоинство человек,0
честной сильный хищный говорить возьмемся рука пойти погибнуть будущий поколение приготовить светлый лёгкий жизнь,0
понимать,0
доказать ясный убедительность связать чёрт побрать,0
ближний подлый раб заразить идиот,0
легенда ненавидеть сердце способность презрение легенда юлиан милостивом,0
прокаженный говорить дрожать лечь постель,0
озяб приблизь губа смрадный рот дыши,0
ненавидеть,0
ненавидеть прокаженных любить ближний,0
интерес заставить разбивать голова счастие человек тридцать второй столетие,0
знать куриный бред мировой душе священный долг,0
верить ум ни разу чувствовать сердце,0
следить ромашов,0
ромашов стыдливый благодарность поглядеть назанского,0
понимать сказать,0
стать мир погибнуть,0
говорить,0
,0
говорить любовь человечество выгореть вычадилась человеческий сердце,0
смена идти новый божественный вера пребыть бессмертный конец мир,0
любовь прекрасный тело всесильный ум бесконечный богатство чувство,0
подумать подумать ромашов дорогой близкий,0
,0
царь мир гордость украшение,0
бог жить,0
видеть слышите чувствовать принадлежать,0
делать хотеть,0
берите нравиться,0
страшиться вселенная равный,0
настать время великий вера осенить огненный язык святой дух голова человек ни раб ни господин ни калек ни жалость ни порок ни злоба ни зависть,0
человек стать бог,0
подумать осмелюсь оскорбить толкнуть обмануть человек чувствовать равный светлый бог,0
жизнь прекрасный,0
земля воздвигнутся лёгкий светлый здание вульгарный пошлый оскорбит глаз жизнь стать сладкий труд свободный наука дивный музыка весёлый вечный лёгкий праздник,0
любовь освободить тёмный пут собственность стать светлый религия мир тайный позорный грех тёмный угол оглядка отвращение,0
самые тело сделаются светлый сильный красивый одеть яркий великолепный одежда,0
верить вечерний небо воскликнуть назанский торжественно поднять рука вверх твердо верить грясти богоподобный жизнь,0
ромашов взволнованный потрясенный пролепетал побледневшими губа назанский мечта фантазия,0
назанский тихо снисходительно засмеяться,0
промолвить улыбка голос профессор догматический богословие классический филология расставить врозь нога развести рука сказать склонить набок голова проявление крайний индивидуализм,0
дело страшный слово дорогой мальчик дело свет практичный фантазия мечтать,0
фантазия вернейшая надёжный спайка человек,0
забыть военный,0
шпак,0
улица стоить чудовище весёлый двухголовое чудовище,0
ни пройти морда морда,0
ударить мысль ударить оскорбить любимый женщина лишить произвол свобода мысль вздёргивать дыба гордость,0
осилить,0
стоить смелый гордый человек говорить пойти сделать вдвоём ни ни ударить,0
идти,0
грубый пример схема лицо двухголового чудовище видеть связывать дух насиловать воля унижать уважение личность,0
телячий жалость ближний божественный любовь соединять усилие усилие равных дух человек,0
назанский умолк,0
Видимо утомить непривычный нервный подъём,0
минута продолжать вяло упасть голос дорогой георгий алексеевич,0
плыть огромный сложный кипеть жизнь родиться божественный пламенный мысль разрушаться старый позолоченные идолище,0
стоить стойло упереться кулак бока ржать идиот,0
шпак,0
дррать,0
жизнь простить,0
привстать поёжиться пальто сказать устать холодно,0
поедемте домой,0
ромашов выгреб камышей,0
солнце село дальний городской крышами чёрный четко выделяться красный полоса заря,0
кое яркий отражённый огнями играть оконный стекло,0
вода сторона зари розовый гладкий весёлый позади лодка сгуститься посинеть наморщиться,0
ромашов сказать внезапно отвечать мысль правый,0
уйти запас,0
знать сделать думать,0
назанский кутался пальто вздрагивать холод,0
идти идти сказать ласковый грусть,0
внутренний свет,0
знать назвать,0
берлоге погасить,0
плюнуть потушить,0
главный бояться бояться жизнь весёлый занятный чудной штука жизнь,0
ладно повезти падете опуститесь босячество пропойства,0
бог родной бродяжка жить десять тысяча раз полный интересный адам иванович зегржт капитан слива,0
ходить земля сюда видеть город деревня знакомишься множество странный беспечный насмешливый человек смотреть нюхать слышать спишь росистый трава мёрзнуть мороз ни привязать боишься обожать свободный жизнь частица душа,0
человек понимать,0
равный вобла седло дикий коза трюфель напиваться водка шампанское умереть балдахин полицейский участок,0
деталь маленький удобство быстро проходить привычка,0
затенять обесценивать главный громадный смысл жизнь,0
глядеть пышный похороны,0
лежать серебряный ящик дурацкий султан дохлый обезьяна живой обезьяна идти следом вытянутый мордами понавесив спереди сзади смешной звезда побрякушка,0
визит доклад заседание,0
родной непреложный прекрасный незаменимый свободный душа творческий мысль весёлый жажда жизнь,0
трюфель капризный весьма пёстрый игра случай,0
кондуктор глупый год выучиться прилично достоинство царствовать,0
откормленная важный тупой обезьяна сидеть карета стекляшка жирный пузе понять гордый прелесть свобода испытает радость вдохновение заплакать сладкий слеза восторг глядеть вербовый ветка серебрятся пушистый барашки,0
назанский закашляться кашлять,0
плюнуть борт продолжать уходить ромашов,0
говорить попробовать воля вернуться загаженную клетка виною,0
ладно,0
равный понимать,0
Смело нырять жизнь обмануть,0
похожий огромный здание тысяча комната свет пение чудной картина умный изящный человек смех танец любовь великий грозный искусство,0
дворец видеть тёмный тесный чуланчик copy паутина бояться выйти,0
ромашов причалить пристань помочь назанскому выйти лодка,0
стемнеть приехать квартира назанского,0
ромашов уложить товарищ постель накрыть сверху одеяло шинель,0
назанский сильно дрожать стучать зуб,0
ежась комок зарываться голова подушка говорить жалкий беспомощный детский голос бояться комната,0
сны сны хотите остаться ночевать продолжать ромашов,0
,0
послать бром,0
водка,0
деньга,0
ромашов просидеть одиннадцать час,0
понемногу назанского перестать трясти,0
открыть больший блестеть лихорадочный глаз сказать решительно отрывисто уходить,0
прощать прощать сказать печально ромашов,0
сказать прощать учитель застыдиться фраза прибавить натянутый шутка прощать,0
свидание,0
назанский засмеяться жуткий бессмысленный неожиданный смех досвишвеция крикнуть дикий голос сумасшедшего,0
ромашов почувствовать тело дрожать волна ужас,0
ххii подходить дом ромашов удивление увидеть маленький окно комната тёплый мрак летний ночь брезжить заметный свет,0
подумать тревожно невольно ускорить шаг,0
вернуться секундант условие дуэль,0
сенях натолкнуться гайнана заметить испугаться вздрогнуть воскликнуть сердито черт,0
гайнан,0
,0
несмотря темнота почувствовать гайнан привычка заплясать место барина прийти,0
сидеть,0
ромашов отворить дверь,0
лампе выйти керосин потрескивать догорать последний чадный вспышка,0
кровать сидеть неподвижный женский фигура неясный выделяться тяжёлый вздрагивающем полумрак,0
шурочка,0
задыхаться сказать ромашов цыпочка осторожно подойти кровать,0
шурочка тиша,0
садиться ответить быстрый шёпот,0
потушить лампа,0
дунуть сверху стекло,0
пугливый синий огонёк умереть комната тёмный тихо торопливо громко застучал стол замечать будильник,0
ромашов сесть александра петрович сгорбившись глядеть сторона,0
странный чувство боязнь волнение замирание сердце овладеть мешать говорить стена спросить шурочка,0
слышный пустой комната,0
старый мебель,0
хозяин столяр,0
говорить громко,0
продолжать говорить шёпот тихий отрывистый слово тяжёлый густой мрак боязливый смущённый тайно красться,0
сидеть касаться друг друга,0
ромашов глухой толчок шуметь ухо кровь,0
сделать,0
сказать тихо страстный упрёк,0
положить колено рука,0
ромашов одежда почувствовать живой нервный теплота глубоко передохнуть зажмурить глаз,0
тёмный глаз всплыть похожий сказочный озеро чёрный овал окружить голубой сияние,0
помять просить сдержанный,0
упрекать,0
нарочно искать ссора знать,0
время проснуться дикий зверь минута вспомнить обо остановиться,0
любить любить тихо произнести ромашов слегка прикоснуться робкий вздрагивающими палец рука,0
шурочка отняла потихоньку жалея бояться обидеть знать ни ни назвать имя рыцарство пропасть понапрасну равный город катиться сплетня простить владеть,0
ослепить ревность труд произнести ромашов,0
засмеяться долгий злой смешок,0
ревность,0
думать муж великодушен ваш драка удержаться удовольствие рассказать приехать собрание,0
назанского сказать простить повторять ромашов,0
дурной делать,0
простить,0
заговорить громкий решительный суровый шёпот слушать георгий алексеевич дорога минута,0
ждать час,0
говорить коротко дело,0
знать володя,0
любить убить часть душа,0
самолюбие,0
два раз проваливался держать экзамен академия,0
причиняло обида огорчение,0
мысль генеральный штаб принадлежать целиком,0
тянуть муж из сила подхлестывала зубрила вместе репетировать взвинчивать гордость ободрять минута уныние,0
собственный любимый больной дело,0
оторвать мысль сердце,0
ни поступить академия,0
ромашов сидеть склонившись голова ладонь,0
почувствовать шурочка тихо медленно провести рука волос,0
спросить горестный недоумение сделать,0
обнять шея нежно привлечь голова грудь,0
корсет,0
ромашов почувствовать щека податливый упругость тело услышать тёплый пряный сладострастный запах,0
говорить ощущать прерывистый дыхание волос помнить,0
вечер,0
пикник,0
сказать правда,0
любить,0
подумай три год целый три год надежда фантазия план упорный противный работа,0
знать ненавидеть дрожь мещанский нищенский офицерский общество,0
прекрасно одетый красивый изящный поклонение власть,0
нелепый пьяный драка офицерский скандал кончить разлететься прах,0
ужасный,0
мать воображать расти ребёнок любимый лелеемый надежда вложить забота слеза бессонный ночь нелепость случай дикий стихийный случай играть окно нянька отвернуться падать камень,0
